Ensemble,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbols
ENSMUSG00000036820,1978.211473,-0.163327324,0.311664935,0.336067852,0.649403283,Amdhd2
ENSMUSG00000037296,370.9928138,-0.1631436,0.221271492,0.336127827,0.649439304,Lsm1
ENSMUSG00000022681,580.0086326,-0.147561147,0.18460308,0.336195191,0.649489591,Ntan1
ENSMUSG00000027206,1564.458663,0.172669978,0.314486328,0.336320563,0.649651916,Cops2
ENSMUSG00000029338,3115.225223,-0.171542459,0.260504625,0.33649476,0.649836804,Antxr2
ENSMUSG00000074781,1701.503608,0.157465677,0.189224869,0.336498997,0.649836804,Ube2n
ENSMUSG00000025323,138.5140847,-0.169328903,0.296565844,0.336690708,0.650127123,Sp4
ENSMUSG00000058407,1412.174563,0.16946239,0.237784839,0.3369649,0.650503106,Txndc9
ENSMUSG00000028399,20.18859197,-0.068553665,0.342182514,0.336984267,0.650503106,Ptprd
ENSMUSG00000024537,309.7772348,0.151756132,0.190100856,0.337009629,0.650503106,Psmg2
ENSMUSG00000048497,502.9706405,-0.162309605,0.225104369,0.337141107,0.650676953,Mmgt2
ENSMUSG00000038811,1680.405107,0.17138447,0.297682556,0.337187981,0.650687492,Gngt2
ENSMUSG00000070972,209.4717662,0.174818073,0.273256131,0.337249601,0.65069372,Dnajc25
ENSMUSG00000038416,869.4788486,0.117949583,0.137888928,0.337274036,0.65069372,Cdc16
ENSMUSG00000085279,3.137252499,0.086425658,0.343178432,0.337404853,0.650866182,NA
ENSMUSG00000043940,4312.783144,0.163431246,0.308147847,0.337557141,0.650873235,Wdfy3
ENSMUSG00000029614,15004.01039,-0.170578501,0.255233638,0.337615636,0.650873235,Rpl6
ENSMUSG00000029440,667.9618414,-0.16998291,0.249468527,0.337593161,0.650873235,Psmd9
ENSMUSG00000031642,123.9007332,-0.168439997,0.240288759,0.33751221,0.650873235,Sh3rf1
ENSMUSG00000022957,4635.274998,-0.164376542,0.301008155,0.337499061,0.650873235,Itsn1
ENSMUSG00000114608,918.99403,0.131669546,0.338169113,0.337754579,0.651061212,Gm36161
ENSMUSG00000000531,9.017578158,0.105218082,0.341980148,0.337861657,0.651187728,Tamalin
ENSMUSG00000019951,1881.724798,0.167184091,0.291362384,0.338073073,0.651515286,Bltp3b
ENSMUSG00000003549,325.3369599,-0.16502993,0.237417464,0.338289062,0.651527737,Ercc1
ENSMUSG00000002043,602.5964765,-0.141912527,0.32503923,0.338299271,0.651527737,Trappc6a
ENSMUSG00000030867,676.5871532,0.147712456,0.332985204,0.338271515,0.651527737,Plk1
ENSMUSG00000034390,2970.820253,0.140899126,0.173193088,0.338328335,0.651527737,Cmip
ENSMUSG00000040097,626.8459084,-0.175451354,0.260926581,0.338257023,0.651527737,Flywch1
ENSMUSG00000056121,1331.945973,-0.163240243,0.220134522,0.338171642,0.651527737,Fez2
ENSMUSG00000102863,4.315104225,0.115243694,0.342588927,0.338458006,0.651697573,NA
ENSMUSG00000040025,1452.535948,0.177720564,0.24553154,0.338763752,0.65204656,Ythdf2
ENSMUSG00000030722,283.0747638,0.131942535,0.157212807,0.33871688,0.65204656,Nfatc2ip
ENSMUSG00000095478,4.73169955,-0.102667206,0.342046019,0.338753878,0.65204656,NA
ENSMUSG00000026601,4.979384559,0.104140825,0.341867562,0.33908251,0.652081703,Axdnd1
ENSMUSG00000083822,20.52158581,-0.148847283,0.326321056,0.339128086,0.652081703,Hmgb1-ps5
ENSMUSG00000044876,539.4247392,-0.161234068,0.313835118,0.338850898,0.652081703,Zfp444
ENSMUSG00000035621,2037.205096,0.167218799,0.21623945,0.339345525,0.652081703,Midn
ENSMUSG00000109652,4.689301099,-0.084492332,0.34263936,0.339306198,0.652081703,NA
ENSMUSG00000002820,508.6292335,-0.171215247,0.251251795,0.339107652,0.652081703,Atg4d
ENSMUSG00000086360,3.280045586,-0.081990205,0.342879523,0.339262721,0.652081703,NA
ENSMUSG00000048732,123.4997144,0.16238624,0.315962408,0.339328765,0.652081703,Klhl11
ENSMUSG00000021476,494.6261327,-0.171524528,0.293297931,0.339195691,0.652081703,Habp4
ENSMUSG00000073436,96.66971207,0.170522827,0.300458356,0.339150687,0.652081703,Eme2
ENSMUSG00000092277,27.71966829,0.125914496,0.339529986,0.338891059,0.652081703,NA
ENSMUSG00000032648,13.71248199,0.124958212,0.339961046,0.338990581,0.652081703,Pygm
ENSMUSG00000025208,292.4383781,-0.173050915,0.234531621,0.33936304,0.652081703,Mrpl43
ENSMUSG00000065947,19.90409056,-0.152371105,0.324181367,0.339167468,0.652081703,ND4L
ENSMUSG00000001833,3220.367363,0.160736273,0.31489726,0.33941282,0.652097607,Septin7
ENSMUSG00000021936,330.709959,0.169664077,0.301604697,0.339717128,0.652602459,Mapk8
ENSMUSG00000038683,1031.535615,0.159336018,0.200484438,0.339760944,0.65260684,Pak1ip1
ENSMUSG00000014313,2125.265529,-0.161586737,0.218144446,0.339809296,0.652619931,Cox6c
ENSMUSG00000036835,1718.355345,-0.171505201,0.294469895,0.339860719,0.652638917,Psenen
ENSMUSG00000102976,175.1320752,0.159886834,0.319513706,0.340175248,0.652780762,Zc3h11a
ENSMUSG00000015094,141.0625213,-0.144400356,0.328257358,0.340167534,0.652780762,Npdc1
ENSMUSG00000027091,1278.687878,0.175917788,0.294846883,0.340225411,0.652780762,Zc3h15
ENSMUSG00000039463,896.4369643,-0.14937371,0.18765752,0.340217815,0.652780762,Slc9a8
ENSMUSG00000066900,2021.124484,-0.174229703,0.260149857,0.339984436,0.652780762,Suds3
ENSMUSG00000050605,145.9798903,-0.169636531,0.247071525,0.340171232,0.652780762,Zfp61
ENSMUSG00000020135,30.15511764,0.142790705,0.333226091,0.340174971,0.652780762,Apc2
ENSMUSG00000019774,165.5218533,-0.169951056,0.268998917,0.340283717,0.652812913,Mtrf1l
ENSMUSG00000040761,2397.575718,-0.165905195,0.229453627,0.340548218,0.65324058,Spen
ENSMUSG00000026525,69.13242661,0.162385209,0.313854561,0.340636519,0.653330199,Opn3
ENSMUSG00000105556,5.826214579,-0.080348464,0.34223797,0.340759434,0.653486174,NA
ENSMUSG00000038570,3.718332581,0.086542185,0.342320051,0.340871259,0.653619387,Saxo2
ENSMUSG00000032570,2227.549382,-0.164761381,0.283013581,0.340912098,0.653619387,Atp2c1
ENSMUSG00000046719,3.646015092,-0.056678326,0.341574635,0.341005456,0.653718611,Nxph3
ENSMUSG00000025224,1579.696266,-0.151090696,0.172046525,0.341088653,0.653798331,Gbf1
ENSMUSG00000031133,3048.450263,0.161606945,0.316549625,0.341216733,0.653804549,Arhgef6
ENSMUSG00000065611,5.715370762,-0.077639285,0.342423317,0.34114215,0.653804549,Mir23a
ENSMUSG00000024012,4013.520084,-0.168738345,0.250444784,0.341215941,0.653804549,Mtch1
ENSMUSG00000028692,40508.11296,-0.151746717,0.276607923,0.341296763,0.653870378,Akr1a1
ENSMUSG00000109232,3.108255719,0.106900027,0.342562226,0.34133432,0.653870378,NA
ENSMUSG00000102780,19.66455558,0.099263113,0.342707869,0.341488859,0.65404018,NA
ENSMUSG00000012535,1569.54674,0.174697139,0.257809151,0.341577563,0.65404018,Tnpo3
ENSMUSG00000001095,27.88108797,-0.140881095,0.332252006,0.34153457,0.65404018,Slc13a2
ENSMUSG00000069267,3.437413022,0.065809805,0.342010187,0.341589468,0.65404018,H3c2
ENSMUSG00000040111,2334.878014,0.152610444,0.327160303,0.341824151,0.65433005,Gramd1b
ENSMUSG00000050312,347.8277115,0.172442905,0.247089213,0.341795023,0.65433005,Nsun3
ENSMUSG00000030421,649.1274008,0.177001232,0.26689656,0.341868985,0.654336155,Uri1
ENSMUSG00000020022,923.9084006,0.172256701,0.254061271,0.341956759,0.654424433,Ndufa12
ENSMUSG00000026065,9.212222157,-0.103607749,0.341496985,0.342057728,0.654537939,Slc9a4
ENSMUSG00000025880,230.7824644,0.163472478,0.309850272,0.342181963,0.654695933,Smad7
ENSMUSG00000108940,4.174495123,0.104525323,0.342393749,0.342342187,0.654918849,NA
ENSMUSG00000034522,648.4917084,-0.121722594,0.338395343,0.342381837,0.654918849,Zfp395
ENSMUSG00000090236,4.939759458,-0.085679527,0.342275268,0.342662645,0.6553762,Car15
ENSMUSG00000033059,2130.764279,0.174450647,0.258598196,0.34272373,0.655413248,Pygb
ENSMUSG00000038844,987.6701236,0.171355995,0.279024062,0.34287394,0.655479548,Kif16b
ENSMUSG00000107092,3.579561461,0.096222339,0.342439603,0.342925273,0.655479548,NA
ENSMUSG00000114797,694.6085766,0.174486942,0.28201199,0.342912244,0.655479548,Nup58
ENSMUSG00000033991,588.2636011,0.175748102,0.288172158,0.34280187,0.655479548,Skic3
ENSMUSG00000026339,1345.251471,-0.165243524,0.239224508,0.343134751,0.655720409,Ccdc93
ENSMUSG00000094796,117.8095288,0.086384471,0.342548035,0.343117475,0.655720409,BC147527
ENSMUSG00000055799,5.829558275,-0.06911595,0.342103688,0.343261125,0.655882135,Tcf7l1
ENSMUSG00000032278,3.316351544,0.090701597,0.342705928,0.34336331,0.655972424,Paqr5
ENSMUSG00000022905,1659.414996,0.178444232,0.27656584,0.343391878,0.655972424,Kpna1
ENSMUSG00000021767,379.5908849,0.164342614,0.29609518,0.343555155,0.656124784,Kat6b
ENSMUSG00000032579,124.8009978,-0.175287319,0.276535323,0.343532027,0.656124784,Hemk1
ENSMUSG00000034189,1290.684544,-0.13944608,0.167872617,0.343612411,0.656154375,Hsdl1
ENSMUSG00000001761,24.68378873,-0.081025135,0.342242509,0.343703593,0.656243386,Smo
ENSMUSG00000029819,2135.907382,0.158343152,0.320441343,0.343784325,0.656243386,Npy
ENSMUSG00000092241,5.204972085,-0.109537997,0.341117185,0.343758269,0.656243386,Gm20522
ENSMUSG00000041189,21.0361828,0.165244997,0.306929494,0.343930074,0.656441853,Chrnb1
ENSMUSG00000028894,1603.169078,0.16859371,0.231283413,0.344027591,0.656468486,Inpp5b
ENSMUSG00000024150,3523.508653,-0.154792126,0.204497136,0.344004565,0.656468486,Mcfd2
ENSMUSG00000033486,15.84315594,0.15371182,0.324011823,0.344113431,0.656552548,Catsper2
ENSMUSG00000104704,3.938346335,0.115451782,0.340617618,0.344312618,0.656852824,NA
ENSMUSG00000015745,5239.705989,-0.153348534,0.312931385,0.344469472,0.656942509,Plekho1
ENSMUSG00000030337,288.1995663,0.169335406,0.278142022,0.344519421,0.656942509,Vamp1
ENSMUSG00000083237,3.59678743,0.09629422,0.34291063,0.344469781,0.656942509,NA
ENSMUSG00000041685,2019.591772,-0.163704358,0.309162034,0.344526876,0.656942509,Fcho2
ENSMUSG00000032216,342.2136915,-0.078843761,0.341977894,0.344738499,0.657266265,Nedd4
ENSMUSG00000032612,3171.070971,-0.135709477,0.170055245,0.34480008,0.657303914,Usp4
ENSMUSG00000047238,18.15071324,0.113525867,0.340678302,0.344899245,0.657413191,Mageh1
ENSMUSG00000025227,988.8696491,0.172029634,0.300561493,0.344987122,0.657500928,Mfsd13a
ENSMUSG00000053931,258.7892571,-0.07598498,0.341543612,0.345084676,0.65757941,Cnn3
ENSMUSG00000036057,2078.646404,0.148123095,0.18772727,0.345112005,0.65757941,Ptpn23
ENSMUSG00000073591,13.18193694,0.085939049,0.342072782,0.345174248,0.657618259,Pcdhb22
ENSMUSG00000054894,82.53235304,-0.159679893,0.22743842,0.345219391,0.657624524,Dmac2l
ENSMUSG00000024045,1581.243877,0.168804276,0.259745248,0.345286784,0.657673166,Akap8
ENSMUSG00000039318,2771.949672,0.150790109,0.190876379,0.345527332,0.657971815,Rab3gap2
ENSMUSG00000073016,331.5632324,0.166501068,0.302273744,0.345511043,0.657971815,Uprt
ENSMUSG00000025612,2700.867227,-0.163505598,0.303534967,0.345583144,0.657998346,Bach1
ENSMUSG00000028468,999.8973052,0.116986901,0.139100426,0.345639393,0.658015677,Rgp1
ENSMUSG00000029022,393.3222673,-0.1615086,0.305007203,0.345676006,0.658015677,Miip
ENSMUSG00000023050,341.0431929,-0.160555795,0.312493949,0.345740512,0.658058743,Map3k12
ENSMUSG00000080776,10.12564363,-0.145307013,0.327037486,0.345931639,0.65834277,Gm12174
ENSMUSG00000059208,4055.718434,0.164321745,0.277517465,0.34611455,0.658531341,Hnrnpm
ENSMUSG00000039126,712.789156,-0.159298286,0.307563619,0.346075672,0.658531341,Prune2
ENSMUSG00000060509,18.4378964,0.101737906,0.34078736,0.346250761,0.6586927,Xcr1
ENSMUSG00000066553,6.564960988,0.097689536,0.340797163,0.346283204,0.6586927,NA
ENSMUSG00000028268,2151.968264,0.113716007,0.340573524,0.34641276,0.658795094,Gbp3
ENSMUSG00000029386,4.772790409,-0.085327203,0.342236119,0.346420893,0.658795094,NA
ENSMUSG00000037206,9.232089317,-0.071223745,0.342061645,0.34659349,0.659010221,Islr
ENSMUSG00000075254,140.0242435,-0.082405208,0.342550404,0.346617901,0.659010221,Heg1
ENSMUSG00000005687,1026.357634,-0.120083933,0.137368159,0.346689916,0.659067387,Bcas2
ENSMUSG00000041995,298.3528288,0.165731012,0.302356094,0.346756697,0.659114592,Zbed3
ENSMUSG00000069495,626.9313515,0.161666467,0.311975577,0.346946593,0.659215847,Epc2
ENSMUSG00000041528,758.0638773,-0.150031289,0.192977622,0.346894056,0.659215847,Rnf123
ENSMUSG00000088015,5.601257356,-0.085739496,0.342306898,0.346908209,0.659215847,Mir1932
ENSMUSG00000021374,1848.174573,0.175264253,0.287837749,0.346977791,0.659215847,Nup153
ENSMUSG00000027361,459.0824661,0.159972083,0.234602376,0.347153445,0.659228337,Gabpb1
ENSMUSG00000054426,37.08915875,-0.15593791,0.317830465,0.347147917,0.659228337,A930005H10Rik
ENSMUSG00000063065,7168.095272,-0.160897177,0.287369736,0.347141603,0.659228337,Mapk3
ENSMUSG00000030446,47.49624292,-0.14117742,0.329160818,0.347040829,0.659228337,Zfp273
ENSMUSG00000024084,709.7237537,-0.150015432,0.320513742,0.34719415,0.659228337,Qpct
ENSMUSG00000059518,1313.621558,0.167936518,0.258296651,0.347271998,0.659296475,Znhit1
ENSMUSG00000014959,2406.67711,0.151267353,0.191176791,0.347381053,0.659344178,Gorasp2
ENSMUSG00000032405,1508.419385,-0.150728937,0.195257039,0.347368363,0.659344178,Pias1
ENSMUSG00000028060,1099.279975,-0.15701422,0.210927494,0.347493662,0.659478249,Khdc4
ENSMUSG00000107352,33.8264076,0.149432983,0.326547781,0.347714716,0.659745349,NA
ENSMUSG00000054676,1056.86852,0.164095019,0.306943654,0.347718383,0.659745349,1600014C10Rik
ENSMUSG00000039697,833.0720758,0.16239013,0.309395059,0.347832492,0.659882168,Ncoa7
ENSMUSG00000028328,104.7345626,-0.066193041,0.340751651,0.348015261,0.659989835,Tmod1
ENSMUSG00000029684,478.3700744,-0.1641914,0.240039009,0.347995403,0.659989835,Wasl
ENSMUSG00000015659,158.1373055,-0.16672218,0.278883998,0.347978825,0.659989835,Serac1
ENSMUSG00000086953,4.089013862,0.096515832,0.342485066,0.348234165,0.660024594,NA
ENSMUSG00000100514,7.379184104,0.137275288,0.334095674,0.348192491,0.660024594,NA
ENSMUSG00000061315,5403.595751,-0.146932565,0.188417965,0.34824512,0.660024594,Naca
ENSMUSG00000038351,257.3564528,-0.152284653,0.318307348,0.348285636,0.660024594,Sgsm2
ENSMUSG00000116657,62.04418214,0.108869334,0.341415753,0.348177875,0.660024594,NA
ENSMUSG00000117113,15.52221235,0.118087493,0.340059993,0.348284306,0.660024594,NA
ENSMUSG00000020003,451.7579905,-0.171148722,0.27370693,0.348376067,0.660116348,Pex7
ENSMUSG00000026816,559.0658177,0.164090104,0.218791828,0.348547602,0.660361742,Gtf3c5
ENSMUSG00000030291,315.133322,0.162722065,0.232901721,0.348692343,0.660556316,Med21
ENSMUSG00000086665,10.12402378,-0.119564076,0.337828096,0.348735488,0.660558408,NA
ENSMUSG00000031910,7.088842196,-0.092138875,0.341477799,0.348817369,0.660633861,Has3
ENSMUSG00000030067,1851.325487,0.172425487,0.280394985,0.348952143,0.660653046,Foxp1
ENSMUSG00000084796,109.6382897,0.165458676,0.29990979,0.348941652,0.660653046,NA
ENSMUSG00000024137,373.4087967,-0.163140233,0.240572965,0.348953642,0.660653046,E4f1
ENSMUSG00000031618,8.811984879,-0.114146733,0.339007346,0.349198641,0.660957602,Nr3c2
ENSMUSG00000020964,5217.541504,-0.159873563,0.231538177,0.349182117,0.660957602,Sel1l
ENSMUSG00000031779,81.50664273,-0.087366454,0.341259705,0.349346859,0.661158497,Ccl22
ENSMUSG00000029592,531.9064261,-0.172108675,0.2761769,0.349481762,0.661196787,Usp30
ENSMUSG00000109428,3.254292279,0.086177922,0.342364629,0.349493338,0.661196787,NA
ENSMUSG00000019876,586.4185415,0.166028264,0.306014641,0.349452591,0.661196787,Pkib
ENSMUSG00000047617,142.1286447,-0.158682774,0.311270153,0.349657495,0.661196807,Paxx
ENSMUSG00000027411,1280.433564,0.115965932,0.135104777,0.349661677,0.661196807,Vps16
ENSMUSG00000038312,2321.700202,-0.166828792,0.263245966,0.34961847,0.661196807,Edem2
ENSMUSG00000034748,343.5302915,0.149898911,0.195776811,0.349548412,0.661196807,Sirt6
ENSMUSG00000079491,390.4873996,0.154481496,0.318677944,0.349983069,0.661724907,H2-T10
ENSMUSG00000015619,4.923705272,-0.065787732,0.341594585,0.350209816,0.661865314,Gata3
ENSMUSG00000031434,90.59891964,0.084392892,0.341339344,0.350266656,0.661865314,Morc4
ENSMUSG00000033540,1648.657983,-0.142018014,0.184441494,0.350202668,0.661865314,Idua
ENSMUSG00000031465,46.59374481,0.152757208,0.322066608,0.350267954,0.661865314,Angpt2
ENSMUSG00000007817,8396.367987,-0.161839234,0.251013835,0.350140325,0.661865314,Zmiz1
ENSMUSG00000110773,3.255616144,0.096799156,0.341361143,0.35032584,0.661895094,NA
ENSMUSG00000065420,12.21065013,0.129531669,0.336227613,0.350427911,0.662008336,Mir142b
ENSMUSG00000107176,47.24061477,-0.162358567,0.298505638,0.350580203,0.662216416,Gm9794
ENSMUSG00000031171,300.6790764,0.152744721,0.202152666,0.35077402,0.662489346,Ftsj1
ENSMUSG00000034297,2002.0806,0.147285744,0.318999453,0.350809022,0.662489346,Med13
ENSMUSG00000047264,432.0569783,-0.16210164,0.302198489,0.351038521,0.662763427,Zfp358
ENSMUSG00000117790,3.995751734,-0.08649929,0.341445441,0.351023411,0.662763427,NA
ENSMUSG00000024002,3119.453,0.146372578,0.186400878,0.35124895,0.663081041,Brd4
ENSMUSG00000103151,3.607170933,0.094422451,0.341979602,0.351303127,0.663103643,NA
ENSMUSG00000065147,11.3249525,0.124884147,0.338128227,0.351406396,0.66316508,Snora31
ENSMUSG00000016018,1256.873403,0.167300542,0.262766721,0.35142009,0.66316508,Mtrex
ENSMUSG00000025630,3337.737488,0.160757167,0.236483368,0.351501349,0.663238766,Hprt
ENSMUSG00000032531,62.22278041,-0.07072187,0.341577667,0.351582421,0.663312079,Amotl2
ENSMUSG00000010607,296.8929915,-0.157312337,0.309895311,0.351633144,0.663328126,Pigyl
ENSMUSG00000059834,118.0373655,0.152614395,0.320377351,0.351742209,0.663454213,Sclt1
ENSMUSG00000046341,16.28758545,0.155712485,0.318183009,0.351819632,0.663513639,NA
ENSMUSG00000070526,8.957380298,0.099725925,0.340445619,0.351900404,0.663513639,Peg12
ENSMUSG00000008206,74.79461118,-0.109931962,0.339147412,0.351865831,0.663513639,Cers4
ENSMUSG00000063605,11.52790882,-0.084070284,0.341672629,0.352009018,0.663559171,Ccdc102a
ENSMUSG00000035284,2067.438986,0.169125793,0.271787382,0.352000264,0.663559171,Vps13c
ENSMUSG00000086756,5.824966075,0.103372423,0.341076424,0.352134929,0.66363728,NA
ENSMUSG00000028300,1285.330277,-0.164307454,0.252275851,0.35210591,0.66363728,C9orf72
ENSMUSG00000041278,910.5649516,0.145895586,0.184425595,0.352203455,0.663686817,Ttc1
ENSMUSG00000040350,35.05014478,-0.101860165,0.340324607,0.352435349,0.664044155,Trim7
ENSMUSG00000015243,5387.100322,0.149658864,0.324866722,0.352517438,0.664119183,Abca1
ENSMUSG00000042202,327.4162212,-0.155006453,0.206719347,0.352635334,0.664123387,Slc35e2
ENSMUSG00000045435,248.1363195,-0.156053513,0.218590456,0.352646475,0.664123387,Tmem60
ENSMUSG00000041797,672.7558074,-0.082994701,0.342553002,0.352572565,0.664123387,Abca9
ENSMUSG00000026857,278.5705615,0.160956719,0.231229443,0.352702511,0.664149312,Ntmt1
ENSMUSG00000040429,43.50150555,-0.159962671,0.294441938,0.352786691,0.66422822,Mterf1a
ENSMUSG00000004748,30.21616026,-0.138380129,0.328309588,0.352883958,0.664331745,Mtfp1
ENSMUSG00000032702,4.905162176,0.070227621,0.341520368,0.353298798,0.665033032,Kank1
ENSMUSG00000105632,13.65976554,0.122743688,0.337910544,0.35334316,0.665036862,NA
ENSMUSG00000039753,1401.98575,0.163236809,0.30918234,0.353433929,0.66506871,Fbxl5
ENSMUSG00000112254,7.092294406,0.117055583,0.338744939,0.353444738,0.66506871,NA
ENSMUSG00000055323,4.874271819,-0.121793001,0.336330307,0.353489044,0.665072429,NA
ENSMUSG00000032715,581.4322502,0.123924185,0.338411269,0.353638806,0.665194199,Trib3
ENSMUSG00000028582,1429.318021,0.125800522,0.153815338,0.353723112,0.665194199,Cc2d1b
ENSMUSG00000089832,916.079166,-0.163953814,0.25689997,0.353687548,0.665194199,Shkbp1
ENSMUSG00000075470,1516.841032,0.173611204,0.278095112,0.353666522,0.665194199,Alg10b
ENSMUSG00000045410,571.0839915,0.158744547,0.221718484,0.353892032,0.665432217,Akr1e1
ENSMUSG00000056413,2766.126372,0.161338541,0.241647293,0.354000547,0.665540426,Adap1
ENSMUSG00000002845,318.5474711,0.14823964,0.196624884,0.354034298,0.665540426,Tmem39a
ENSMUSG00000027999,305.5384925,-0.160605814,0.29746878,0.354118135,0.665618391,Pla2g12a
ENSMUSG00000024177,271.5926504,0.141936235,0.320543255,0.354390725,0.665971423,Nme4
ENSMUSG00000034320,1167.359262,-0.164438435,0.271155358,0.35437745,0.665971423,Slc26a2
ENSMUSG00000051285,934.1319193,-0.150583748,0.318990712,0.354590609,0.666028409,Pcmtd1
ENSMUSG00000101188,97.84693766,-0.164083128,0.245885275,0.354483116,0.666028409,NA
ENSMUSG00000051748,172.1951123,0.019950241,0.339746063,0.354546735,0.666028409,Wfdc21
